MAG	Completeness	Contamination	Total_tRNAs	AA_Coverage	16S	23S	5S	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	check_Source
T2108173919_metabat2_bins_bin.13	99.59	0.13	50	20	0	0	2	Neural Network (Specific Model)	11	0.915	55573	327.0588785046729	2291461	0.73	2140	73	173587		HSMG_4628
T2108173922_maxbin2_bins_bin.81	98.79	3.33	43	20	0	0	2	Gradient Boost (General Model)	11	0.867	103404	347.023610053313	1574825	0.43	1313	86	291064		HSMG_4628
T2108173925_concoct_bins_bin.79	90.57	1.62	36	18	0	0	1	Gradient Boost (General Model)	11	0.902	12097	322.86804360298333	1869548	0.53	1743	227	46811		HSMG_4628
T2108173931_concoct_bins_bin.12	98.88	1.84	46	20	0	0	0	Neural Network (Specific Model)	11	0.89	251877	335.84238178633973	1935450	0.49	1713	12	426826		HSMG_4628
T2108173931_metabat2_bins_bin.10	93.15	3.71	33	15	0	0	4	Neural Network (Specific Model)	11	0.862	128575	294.4170403587444	2281587	0.33	2230	51	252480		HSMG_4628
T2108173931_metabat2_bins_bin.57	90.19	1.41	46	20	0	0	0	Neural Network (Specific Model)	11	0.89	251877	333.94078144078145	1840034	0.49	1638	8	426826		HSMG_4628
T2108173937_concoct_bins_bin.16	99.99	0.53	47	20	0	0	0	Neural Network (Specific Model)	11	0.903	208466	352.0224075039083	2242070	0.57	1919	21	475942		HSMG_4628
T2108173937_concoct_bins_bin.18	99.8	0.1	51	20	12	3	3	Neural Network (Specific Model)	11	0.886	349197	333.82093663911843	1637923	0.53	1452	28	514359		HSMG_4628
T2108173938_concoct_bins_bin.50	100.0	0.95	47	20	0	0	0	Neural Network (Specific Model)	11	0.912	182339	299.91849847818736	2912006	0.68	2957	58	433471		HSMG_4628
T2108173939_concoct_bins_bin.9	100.0	0.04	51	19	1	1	0	Neural Network (Specific Model)	11	0.856	71395	331.7268292682927	4998220	0.65	4305	123	393071		HSMG_4628
T2108173943_concoct_bins_bin.123	96.09	0.12	46	20	1	1	1	Gradient Boost (General Model)	11	0.905	23817	303.2538109756098	3946034	0.64	3936	253	84006		HSMG_4628
T2108173943_metabat2_bins_bin.67	93.45	1.64	51	20	2	1	1	Gradient Boost (General Model)	11	0.918	366546	326.7382483918852	4310366	0.7	4042	35	1138377		HSMG_4628
T2108173944_metabat2_bins_bin.20	99.4	0.0	45	19	0	0	3	Neural Network (Specific Model)	11	0.936	280874	341.1766334440753	5915143	0.71	5418	42	407604		HSMG_4628
T2108173948_metabat2_bins_bin.14	100.0	0.0	35	20	0	0	0	Gradient Boost (General Model)	11	0.86	251954	309.4262574595056	1262934	0.38	1173	11	384294		HSMG_4628
T2108173962_concoct_bins_bin.39	98.1	0.38	26	14	1	0	1	Neural Network (Specific Model)	11	0.901	42632	320.973474801061	1607288	0.36	1508	63	123287		HSMG_4628
T2108173962_concoct_bins_bin.77	99.82	0.45	23	12	0	0	2	Neural Network (Specific Model)	11	0.912	39206	316.43276762402087	1590546	0.35	1532	77	128849		HSMG_4628
T2108173962_metabat2_bins_bin.46	99.77	0.24	50	20	0	0	1	Neural Network (Specific Model)	11	0.891	43626	325.68018588931136	2592812	0.71	2367	190	194458		HSMG_4628
T2108173965_concoct_bins_bin.20	92.75	0.2	33	19	0	0	0	Neural Network (Specific Model)	11	0.929	9392	271.56450635978194	1443421	0.3	1651	221	40749		HSMG_4628
T2108173965_concoct_bins_bin.95	93.2	1.27	43	18	0	0	3	Neural Network (Specific Model)	11	0.876	9265	268.911996497373	2099125	0.35	2284	310	39041		HSMG_4628
T2108173977_metabat2_bins_bin.67	90.27	3.57	28	18	0	0	1	Neural Network (Specific Model)	11	0.902	7185	276.16289233214144	2308292	0.37	2517	408	27595		HSMG_4628
T2108173978_concoct_bins_bin.106	91.28	2.54	35	16	0	0	0	Neural Network (Specific Model)	11	0.908	8847	291.2421326397919	3690299	0.69	3845	582	39305		HSMG_4628
T2108173979_concoct_bins_bin.76	99.78	0.28	47	20	0	0	0	Neural Network (Specific Model)	11	0.904	327526	324.6051779935275	1660672	0.53	1545	13	514317		HSMG_4628
T2108173979_metabat2_bins_bin.28	95.64	1.43	27	16	0	0	2	Neural Network (Specific Model)	11	0.828	32317	287.4529491220171	2308915	0.32	2221	151	140116		HSMG_4628
T2108173981_maxbin2_bins_bin.74	95.16	2.92	48	20	0	0	1	Neural Network (Specific Model)	11	0.884	16785	286.15640938456306	2853098	0.32	2941	383	50848		HSMG_4628
T2108173987_concoct_bins_bin.22	93.07	1.93	49	20	1	0	1	Neural Network (Specific Model)	11	0.866	13307	317.65129965669445	2240248	0.64	2039	297	59123		HSMG_4628
T2108173988_concoct_bins_bin.56	96.94	1.66	65	19	0	0	5	Neural Network (Specific Model)	11	0.861	34154	295.9381477766633	3079098	0.43	2991	169	106918		HSMG_4628
T2108173989_concoct_bins_bin.21	98.95	1.24	38	19	0	0	0	Neural Network (Specific Model)	11	0.92	31578	307.6451426924186	3472244	0.68	3469	168	93331		HSMG_4628
T2108173990_maxbin2_bins_bin.20	100.0	1.07	69	19	0	0	6	Neural Network (Specific Model)	11	0.893	216380	318.1466144376049	3815242	0.31	3574	93	520334		HSMG_4628
T2108173996_metabat2_bins_bin.10	97.27	1.51	30	16	0	0	1	Neural Network (Specific Model)	11	0.842	21489	277.39250099720783	2472886	0.32	2507	203	169673		HSMG_4628
T2108173996_metabat2_bins_bin.49	100.0	2.17	48	20	0	0	0	Neural Network (Specific Model)	11	0.907	59537	298.79984383133785	3789531	0.65	3842	158	195937		HSMG_4628
T2108173997_concoct_bins_bin.33	99.96	2.05	51	20	0	0	0	Neural Network (Specific Model)	11	0.881	32829	293.2656449553001	4682248	0.63	4698	267	117494		HSMG_4628
T2108173997_metabat2_bins_bin.16	99.4	1.45	55	20	0	0	5	Neural Network (Specific Model)	11	0.873	35253	299.4396173774412	2579736	0.42	2509	117	95108		HSMG_4628
T2108173999_metabat2_bins_bin.46	99.66	0.39	45	19	0	0	1	Neural Network (Specific Model)	11	0.941	197608	334.461210974456	2248644	0.6	2114	20	385650		HSMG_4628
T2108174000_concoct_bins_bin.4	99.84	0.28	70	19	0	0	4	Neural Network (Specific Model)	11	0.899	52253	313.17223382045927	2997854	0.32	2874	89	172588		HSMG_4628
T2108174003_concoct_bins_bin.101	94.33	4.03	72	16	0	0	4	Neural Network (Specific Model)	11	0.873	7230	273.4859186410372	4197238	0.62	4474	810	40820		HSMG_4628
T2108174006_concoct_bins_bin.50	95.06	0.61	47	19	1	1	2	Neural Network (Specific Model)	11	0.886	15102	347.3281832711774	2204820	0.43	1877	230	68468		HSMG_4628
T2108174006_maxbin2_bins_bin.37	95.93	2.59	45	19	0	2	3	Neural Network (Specific Model)	11	0.884	75144	359.012070006035	2016705	0.54	1657	82	201477		HSMG_4628
T2108174013_maxbin2_bins_bin.35	99.78	3.19	46	20	0	0	2	Neural Network (Specific Model)	11	0.883	178992	379.5823723228995	1563480	0.42	1214	19	306452		HSMG_4628
T2108174015_concoct_bins_bin.51	99.98	2.31	32	17	0	0	4	Neural Network (Specific Model)	11	0.819	12839	262.2166317260657	2743772	0.32	2862	337	78163		HSMG_4628
T2108174016_metabat2_bins_bin.35	93.36	2.57	52	19	0	0	0	Neural Network (Specific Model)	11	0.92	88447	314.0322272618764	4280807	0.62	4189	78	297161		HSMG_4628
T2108174017_concoct_bins_bin.2	99.99	0.89	47	20	0	0	0	Neural Network (Specific Model)	11	0.899	599441	321.1913632514818	2524298	0.6	2362	19	690399		HSMG_4628
T2108174023_metabat2_bins_bin.89	92.12	1.63	28	13	0	0	1	Neural Network (Specific Model)	11	0.85	46959	292.51020408163265	2070839	0.37	2009	76	121715		HSMG_4628
T2108174025_concoct_bins_bin.51	99.9	3.49	51	20	0	0	4	Neural Network (Specific Model)	11	0.825	11131	260.6009289031797	2648006	0.32	2799	369	58012		HSMG_4628
T2108174027_metabat2_bins_bin.40	98.9	0.44	50	20	0	0	4	Neural Network (Specific Model)	11	0.867	95129	313.6924651924652	2642446	0.59	2442	50	261770		HSMG_4628
T2108174029_concoct_bins_bin.10	100.0	4.0	44	20	0	0	3	Neural Network (Specific Model)	11	0.866	25695	306.6697828709288	3519550	0.42	3316	269	156455		HSMG_4628
T2108174029_concoct_bins_bin.16	100.0	2.16	38	19	0	0	0	Neural Network (Specific Model)	11	0.866	59484	311.9836719883889	2974787	0.47	2756	95	147132		HSMG_4628
T2108174038_concoct_bins_bin.21	99.63	0.05	48	20	1	0	0	Neural Network (Specific Model)	11	0.899	197212	334.5395284327323	1607279	0.53	1442	19	514316		HSMG_4628
T2108174039_concoct_bins_bin.62	100.0	3.04	39	20	0	0	0	Gradient Boost (General Model)	11	0.893	80076	298.3314878892734	1444955	0.39	1445	88	312291		HSMG_4628
T2108174041_concoct_bins_bin.18	99.99	0.23	56	20	0	0	0	Neural Network (Specific Model)	11	0.827	55182	303.3166897827092	2377945	0.51	2163	93	144652		HSMG_4628
T2108174046_concoct_bins_bin.10	99.89	0.26	50	19	4	0	0	Neural Network (Specific Model)	11	0.898	152918	328.00607287449395	1621466	0.53	1482	46	341055		HSMG_4628
T2108174048_concoct_bins_bin.4	94.7	0.46	61	20	0	0	2	Neural Network (Specific Model)	11	0.884	21739	301.28024606971974	4483729	0.34	4389	327	83030		HSMG_4628
T2108174048_concoct_bins_bin.85	99.99	0.15	43	20	0	0	1	Neural Network (Specific Model)	11	0.915	493287	302.8057675996607	3504847	0.67	3537	45	807859		HSMG_4628
T2108174050_concoct_bins_bin.26	100.0	0.02	46	20	1	0	1	Gradient Boost (General Model)	11	0.904	115848	314.23632918245806	3846036	0.69	3694	56	363883		HSMG_4628
T2108174051_metabat2_bins_bin.68	99.58	0.01	44	19	0	0	2	Neural Network (Specific Model)	11	0.898	48845	315.83976892672547	3467127	0.67	3289	134	175518		HSMG_4628
T2108174054_concoct_bins_bin.68	99.78	0.93	51	20	0	0	2	Neural Network (Specific Model)	11	0.817	273797	243.41121495327104	2384401	0.32	2675	24	596440		HSMG_4628
T2108174054_maxbin2_bins_bin.7	95.46	2.03	31	15	0	0	4	Neural Network (Specific Model)	11	0.794	29708	279.8919342208301	2696543	0.32	2554	278	87989		HSMG_4628
T2108174060_concoct_bins_bin.26	100.0	0.0	38	20	0	0	0	Gradient Boost (General Model)	11	0.853	250066	303.48369132856004	1338597	0.38	1257	29	454813		HSMG_4628
T2108174061_metabat2_bins_bin.30	91.1	1.31	15	9	0	0	3	Neural Network (Specific Model)	11	0.856	41964	296.4893143365984	2328851	0.37	2246	104	115963		HSMG_4628
T2108174062_maxbin2_bins_bin.111	100.0	4.77	49	19	0	0	0	Gradient Boost (General Model)	11	0.903	74988	331.7473532242541	2285473	0.54	2078	81	177603		HSMG_4628
T2108174066_metabat2_bins_bin.14	100.0	0.0	36	20	0	0	0	Gradient Boost (General Model)	11	0.864	139036	309.43852106620807	1246333	0.38	1163	13	486816		HSMG_4628
T2108174069_metabat2_bins_bin.27	93.95	1.6	52	19	0	0	0	Neural Network (Specific Model)	11	0.921	94411	316.1741170659422	4159822	0.62	4049	63	297174		HSMG_4628
T2108174071_metabat2_bins_bin.23	95.8	1.34	25	17	0	0	2	Neural Network (Specific Model)	11	0.842	38065	292.8120503597122	2317713	0.32	2224	121	120941		HSMG_4628
T2108174072_metabat2_bins_bin.35	92.41	0.91	42	20	0	0	0	Neural Network (Specific Model)	11	0.954	11843	273.78160270880363	1515240	0.43	1772	176	37846		HSMG_4628
T2108174074_maxbin2_bins_bin.48	99.94	1.19	41	19	0	0	2	Neural Network (Specific Model)	11	0.888	50403	311.05909797822704	4047139	0.63	3858	193	130256		HSMG_4628
T2108174076_concoct_bins_bin.35	99.75	4.62	46	20	1	0	2	Neural Network (Specific Model)	11	0.83	37307	306.7857364341085	3571579	0.42	3225	267	164642		HSMG_4628
T2108174079_concoct_bins_bin.80	91.99	4.14	44	20	1	1	0	Neural Network (Specific Model)	11	0.9	14807	309.3150684931507	3003944	0.64	2920	280	63438		HSMG_4628
T2108174081_metabat2_bins_bin.56	98.84	0.29	52	19	0	0	1	Neural Network (Specific Model)	11	0.901	101733	305.40570719602977	2452341	0.55	2418	52	386574		HSMG_4628
T2108174081_metabat2_bins_bin.62	99.06	0.94	26	13	0	0	4	Neural Network (Specific Model)	11	0.866	140515	304.9510022271715	2367782	0.33	2245	36	428445		HSMG_4628
T2108174088_maxbin2_bins_bin.40	95.49	0.8	35	17	0	0	1	Neural Network (Specific Model)	11	0.893	25064	311.7599413980745	4997991	0.66	4778	372	95111		HSMG_4628
T2108174089_concoct_bins_bin.131	90.31	2.19	28	15	1	0	1	Gradient Boost (General Model)	11	0.904	4831	274.1050938337802	1692877	0.39	1865	464	22425		HSMG_4628
T2108174089_concoct_bins_bin.5	90.08	0.02	42	18	0	0	2	Neural Network (Specific Model)	11	0.856	19650	309.3729989327641	2026988	0.44	1874	156	76049		HSMG_4628
T2108174090_concoct_bins_bin.116	100.0	0.02	27	13	0	0	3	Neural Network (Specific Model)	11	0.867	164086	305.7696754112939	2376853	0.33	2249	30	391983		HSMG_4628
T2108174097_concoct_bins_bin.61	99.98	1.53	53	20	0	0	5	Neural Network (Specific Model)	11	0.829	94091	295.07849829351534	2500528	0.32	2344	64	258317		HSMG_4628
T2108174098_concoct_bins_bin.78	99.94	0.82	41	19	1	0	1	Neural Network (Specific Model)	11	0.864	61731	363.8390742734123	2345244	0.38	1858	60	187071		HSMG_4628
T2108174103_metabat2_bins_bin.108	92.91	0.02	37	17	0	0	4	Neural Network (Specific Model)	11	0.846	122130	288.7915457936179	2468066	0.33	2413	32	455544		HSMG_4628
T2108174104_concoct_bins_bin.49	100.0	3.68	54	20	0	0	0	Neural Network (Specific Model)	11	0.917	86711	312.51834961997827	4700873	0.61	4605	102	297174		HSMG_4628
T2108174111_concoct_bins_bin.138	99.98	1.16	41	20	0	0	3	Neural Network (Specific Model)	11	0.909	445255	337.1758210645527	3927446	0.37	3532	36	570982		HSMG_4628
T2108174115_maxbin2_bins_bin.0	98.06	3.2	43	20	0	0	3	Neural Network (Specific Model)	11	0.815	219924	243.56468797564688	2350625	0.32	2628	56	516175		HSMG_4628
T2108174122_concoct_bins_bin.27	100.0	1.45	52	20	0	0	3	Neural Network (Specific Model)	11	0.837	167579	364.0760135135135	2315954	0.6	1776	28	356013		HSMG_4628
T2108174123_metabat2_bins_bin.59	99.87	1.73	44	20	1	0	1	Neural Network (Specific Model)	11	0.913	56099	317.8267405063291	2635950	0.67	2528	87	195667		HSMG_4628
T2108174126_concoct_bins_bin.144	96.02	2.71	45	20	0	0	2	Gradient Boost (General Model)	11	0.886	39829	329.76915167095115	2169267	0.51	1945	155	170579		HSMG_4628
T2108174127_concoct_bins_bin.103	98.75	0.63	22	14	0	0	0	Gradient Boost (General Model)	11	0.899	8426	315.9594155844156	3890735	0.44	3696	654	41600		HSMG_4628
T2108174128_concoct_bins_bin.63	97.48	1.3	44	20	1	0	2	Neural Network (Specific Model)	11	0.879	27733	354.4482153306027	2064948	0.56	1709	137	91821		HSMG_4628
T2108174128_maxbin2_bins_bin.38	98.15	2.24	50	20	1	9	3	Neural Network (Specific Model)	11	0.87	26718	345.99135602377095	2205712	0.56	1851	206	91821		HSMG_4628
T2108174132_concoct_bins_bin.78	100.0	3.69	57	20	0	0	0	Neural Network (Specific Model)	11	0.914	71090	307.7447257383966	4777403	0.61	4740	132	297156		HSMG_4628
T2108174133_concoct_bins_bin.122	99.84	1.46	34	14	0	0	2	Neural Network (Specific Model)	11	0.918	65064	313.1960420531849	1651614	0.35	1617	38	208295		HSMG_4628
T2108174133_concoct_bins_bin.172	97.12	1.75	50	19	0	0	0	Neural Network (Specific Model)	11	0.91	14769	321.23965041398344	2297209	0.59	2174	264	52042		HSMG_4628
T2108174133_concoct_bins_bin.57	99.19	1.6	50	20	0	0	2	Neural Network (Specific Model)	11	0.89	23609	333.9302702702703	2079095	0.58	1850	172	52686		HSMG_4628
T2108174133_maxbin2_bins_bin.45	100.0	2.98	33	18	0	0	0	Gradient Boost (General Model)	11	0.92	85859	320.7214285714286	1606254	0.51	1540	46	264893		HSMG_4628
T2108174133_metabat2_bins_bin.31	96.43	0.52	33	17	0	0	1	Neural Network (Specific Model)	11	0.907	183216	307.82666666666665	1676629	0.32	1650	17	281018		HSMG_4628
T2108174135_concoct_bins_bin.134	98.92	0.0	35	20	0	0	2	Gradient Boost (General Model)	11	0.922	548785	358.9261313868613	3993206	0.51	3425	19	749223		HSMG_4628
T2108174135_concoct_bins_bin.37	99.99	0.11	49	20	0	0	2	Neural Network (Specific Model)	11	0.909	309493	357.9759192128431	4555374	0.66	3862	36	887587		HSMG_4628
T2108174135_metabat2_bins_bin.13	99.83	0.38	44	19	0	0	0	Neural Network (Specific Model)	11	0.895	196117	366.2574572835216	4234509	0.7	3453	37	601529		HSMG_4628
T2108174135_metabat2_bins_bin.61	99.52	0.2	37	20	1	1	1	Gradient Boost (General Model)	11	0.917	1198489	319.47250329960406	2371265	0.54	2273	7	1198489		HSMG_4628
T2108174135_metabat2_bins_bin.85	100.0	0.54	51	20	0	0	2	Neural Network (Specific Model)	11	0.925	157793	316.7858620689655	2973104	0.72	2900	38	339295		HSMG_4628
T2108174142_concoct_bins_bin.44	100.0	0.34	46	20	1	0	0	Neural Network (Specific Model)	11	0.899	353314	320.71239880698766	2505450	0.6	2347	22	524462		HSMG_4628
T2108174144_concoct_bins_bin.80	100.0	3.23	50	20	2	0	1	Neural Network (Specific Model)	11	0.855	9159	290.87909018355947	2555289	0.54	2506	409	34163		HSMG_4628
T2108174145_maxbin2_bins_bin.10	99.86	0.19	49	20	3	1	2	Neural Network (Specific Model)	11	0.876	162807	324.26143344709897	1622551	0.5	1465	108	323298		HSMG_4628
T2108174145_maxbin2_bins_bin.5	98.38	3.27	45	19	1	1	2	Neural Network (Specific Model)	11	0.869	51443	335.3828571428571	2225657	0.56	1925	214	157023		HSMG_4628
T2108174146_concoct_bins_bin.95	99.92	0.31	49	19	0	0	1	Neural Network (Specific Model)	11	0.873	43316	312.8557656655543	2893848	0.57	2697	130	167969		HSMG_4628
T2108174147_concoct_bins_bin.56	99.85	1.61	54	19	0	0	3	Neural Network (Specific Model)	11	0.902	18249	322.7236559139785	3987842	0.67	3720	307	92129		HSMG_4628
T2108174147_concoct_bins_bin.73	99.13	0.25	46	20	0	0	2	Neural Network (Specific Model)	11	0.888	200171	338.01069900142653	1598121	0.49	1402	25	265318		HSMG_4628
T2109198871_metabat2_bins_bin.9	93.6	1.3	19	11	0	0	1	Neural Network (Specific Model)	11	0.832	49085	269.57076149425285	2703624	0.32	2784	146	235575		HSMG_4628
T2109198876_concoct_bins_bin.16	100.0	1.09	64	20	0	0	7	Neural Network (Specific Model)	11	0.847	92738	275.2258007432313	5502430	0.35	5651	104	245692		HSMG_4628
T2109198878_concoct_bins_bin.15	100.0	0.16	77	19	0	0	3	Neural Network (Specific Model)	11	0.881	74781	310.8540561775683	5379486	0.57	5091	118	258395		HSMG_4628
T2109198882_concoct_bins_bin.9	100.0	0.08	50	19	0	0	3	Neural Network (Specific Model)	11	0.9	151721	325.01904526341826	4377419	0.64	4043	53	459532		HSMG_4628
T2109198889_concoct_bins_bin.7	99.14	0.59	50	18	0	0	4	Neural Network (Specific Model)	11	0.864	17193	295.0775167785235	3051671	0.42	2980	252	69609		HSMG_4628
T2109198892_metabat2_bins_bin.29	99.5	0.97	43	20	0	0	0	Neural Network (Specific Model)	11	0.906	87695	308.7255501222494	3339323	0.67	3272	93	200400		HSMG_4628
T2109198902_metabat2_bins_bin.3	99.21	0.03	22	11	0	0	0	Neural Network (Specific Model)	11	0.839	27360	288.3052536231884	2271841	0.32	2208	116	146883		HSMG_4628
T2109198903_concoct_bins_bin.8	99.97	2.51	56	18	0	0	4	Neural Network (Specific Model)	11	0.865	17135	287.0126470588235	3380233	0.42	3400	297	52231		HSMG_4628
T2109198914_concoct_bins_bin.47	90.26	1.69	51	17	0	0	1	Neural Network (Specific Model)	11	0.891	13393	300.6792576419214	4627433	0.55	4580	460	56344		HSMG_4628
T2109198914_concoct_bins_bin.6	94.77	4.35	63	20	0	0	2	Neural Network (Specific Model)	11	0.877	9699	279.99555555555554	3876238	0.39	4050	571	46772		HSMG_4628
T2109198931_concoct_bins_bin.36	98.83	3.31	56	20	0	0	6	Neural Network (Specific Model)	11	0.854	30030	308.2038972041796	3830002	0.28	3541	202	105624		HSMG_4628
T2109198933_concoct_bins_bin.1	90.19	4.15	67	20	0	0	3	Neural Network (Specific Model)	11	0.876	40300	300.0010718113612	3829281	0.4	3732	243	274771		HSMG_4628
T2109198936_concoct_bins_bin.29	100.0	0.07	57	19	0	0	6	Neural Network (Specific Model)	11	0.875	62641	301.6845493562232	3852081	0.39	3728	100	272797		HSMG_4628
T2109198944_metabat2_bins_bin.17	99.91	0.07	41	20	1	0	3	Neural Network (Specific Model)	11	0.868	152878	332.0192122958693	2387931	0.44	2082	23	510476		HSMG_4628
T2109198948_concoct_bins_bin.34	99.9	1.8	43	19	0	0	1	Neural Network (Specific Model)	11	0.89	39399	333.95891571368065	2655389	0.71	2361	124	109596		HSMG_4628
T2109198958_concoct_bins_bin.48	95.62	4.18	53	17	0	0	4	Neural Network (Specific Model)	11	0.882	50857	312.94298642533937	4699684	0.58	4420	145	136244		HSMG_4628
T2109198966_concoct_bins_bin.9	95.04	1.77	42	19	0	1	0	Gradient Boost (General Model)	11	0.922	4165	244.02533248891703	1248774	0.42	1579	373	13616		HSMG_4628
T2109198974_concoct_bins_bin.33	100.0	2.5	75	20	0	0	3	Neural Network (Specific Model)	11	0.875	62118	299.3012774162449	4252520	0.39	4149	156	131714		HSMG_4628
T2109198978_concoct_bins_bin.19	100.0	0.04	46	20	0	0	1	Neural Network (Specific Model)	11	0.888	511812	340.73623063683306	2670548	0.71	2324	17	899240		HSMG_4628
T2109198981_concoct_bins_bin.42	93.7	0.99	51	20	3	4	5	Neural Network (Specific Model)	11	0.878	8604	281.67670103092786	2328864	0.52	2425	385	32468		HSMG_4628
T2109198983_concoct_bins_bin.25	100.0	1.77	35	19	0	0	7	Neural Network (Specific Model)	11	0.842	141253	281.4284706297407	5675502	0.35	5669	71	558134		HSMG_4628
T2109198990_metabat2_bins_bin.6	99.95	0.02	30	15	0	0	2	Neural Network (Specific Model)	11	0.87	87423	294.1710654936461	2072332	0.31	2046	37	231640		HSMG_4628
T2109198991_concoct_bins_bin.37	99.99	0.34	39	20	0	0	0	Neural Network (Specific Model)	11	0.861	31121	306.4150707743547	2562257	0.43	2402	137	100020		HSMG_4628
T2109198991_maxbin2_bins_bin.8	99.34	2.81	68	20	5	4	3	Gradient Boost (General Model)	11	0.877	11724	275.63619799574855	3100661	0.52	3293	514	68784		HSMG_4628
T2109198995_metabat2_bins_bin.12	90.23	0.03	36	19	0	0	1	Neural Network (Specific Model)	11	0.891	73012	312.8879276445144	2677256	0.36	2543	54	155439		HSMG_4628
T2109198996_concoct_bins_bin.27	100.0	0.19	55	20	0	0	4	Neural Network (Specific Model)	11	0.892	172326	315.60315430520035	2485591	0.52	2346	27	648769		HSMG_4628
T2109198998_maxbin2_bins_bin.0	100.0	0.87	78	19	0	2	1	Neural Network (Specific Model)	11	0.885	112997	311.78456913827654	5267656	0.55	4990	112	294781		HSMG_4628
T2109198999_concoct_bins_bin.21	99.99	1.08	75	19	0	0	2	Neural Network (Specific Model)	11	0.899	58673	313.1872353297036	3451072	0.32	3306	127	146721		HSMG_4628
T2109199000_concoct_bins_bin.16	100.0	0.03	48	20	0	0	2	Neural Network (Specific Model)	11	0.81	42936	319.34896030245744	3126258	0.41	2645	151	126919		HSMG_4628
