Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	Source
3300027598_9	52.91	1.06	Gradient Boost (General Model)	11	0.92	5139	287.775266792216	1490712	0.53	1593	294	16736	None	Aquatic_19300_1
3300027607_47	98.21	0.21	Gradient Boost (General Model)	11	0.92	107419	368.3016579053781	2967095	0.38	2473	52	248984	None	Aquatic_19300_1
3300027607_49	86.97	1.42	Neural Network (Specific Model)	11	0.9	13220	290.4940006856359	2819016	0.64	2917	265	53256	None	Aquatic_19300_1
3300027688_6	69.68	0.99	Gradient Boost (General Model)	11	0.914	5751	319.1354787445371	2632656	0.44	2517	473	31765	None	Aquatic_19300_1
3300027689_12	80.89	0.05	Gradient Boost (General Model)	11	0.947	8160	307.6140209508461	1207455	0.4	1241	175	35068	None	Aquatic_19300_1
3300027699_28	56.23	0.53	Gradient Boost (General Model)	11	0.913	7984	310.222941720629	1099564	0.42	1081	152	24052	None	Aquatic_19300_1
3300027728_30	69.18	1.42	Gradient Boost (General Model)	11	0.939	9696	301.4116473873155	2407077	0.6	2507	287	55827	None	Aquatic_19300_1
3300027736_6	85.24	4.77	Gradient Boost (General Model)	11	0.893	11596	317.2121409921671	3260893	0.62	3064	353	54460	None	Aquatic_19300_1
3300027746_45	90.64	0.77	Neural Network (Specific Model)	11	0.957	40637	315.46153846153845	1270351	0.44	1287	66	120110	None	Aquatic_19300_1
3300027757_11	55.55	0.3	Gradient Boost (General Model)	11	0.907	6136	327.5196458218041	1955789	0.38	1807	340	27157	None	Aquatic_19300_1
3300027770_34	62.12	2.55	Neural Network (Specific Model)	11	0.95	5727	283.17123287671234	1824718	0.46	2044	332	24407	None	Aquatic_19300_1
3300027777_78	50.17	0.23	Gradient Boost (General Model)	11	0.926	5736	278.1537376586742	636565	0.5	709	115	23204	None	Aquatic_19300_1
3300027777_8	86.33	2.05	Gradient Boost (General Model)	11	0.874	29788	353.4838601210491	3601209	0.59	2974	171	123848	None	Aquatic_19300_1
3300027793_10	98.73	2.44	Gradient Boost (General Model)	11	0.911	50930	312.05406852248393	3831644	0.68	3736	141	181267	None	Aquatic_19300_1
3300027793_17	80.76	1.57	Gradient Boost (General Model)	11	0.897	9040	360.2423063318005	3403880	0.61	2827	449	34559	None	Aquatic_19300_1
3300027796_31	81.81	6.52	Gradient Boost (General Model)	11	0.933	10980	351.2754442649435	2791489	0.5	2476	309	61852	None	Aquatic_19300_1
3300027796_44	100.0	0.01	Neural Network (Specific Model)	11	0.957	323779	317.63882910030134	2306579	0.41	2323	7	996826	None	Aquatic_19300_1
3300027796_55	65.42	0.09	Gradient Boost (General Model)	11	0.92	247972	333.69312169312167	1846877	0.36	1701	14	486311	None	Aquatic_19300_1
3300027800_38	94.74	0.0	Gradient Boost (General Model)	11	0.919	146359	357.6986301369863	2637706	0.5	2263	28	528969	None	Aquatic_19300_1
3300027800_44	66.09	1.19	Neural Network (Specific Model)	11	0.924	5864	319.6596601073345	2315695	0.62	2236	418	17759	None	Aquatic_19300_1
3300027806_21	78.73	2.35	Neural Network (Specific Model)	11	0.842	7547	279.36508875739645	3360844	0.42	3380	499	27828	None	Aquatic_19300_1
3300027806_7	94.98	4.08	Gradient Boost (General Model)	11	0.858	42853	331.5583173996176	5442549	0.53	4707	214	222931	None	Aquatic_19300_1
3300027815_198	91.91	0.43	Gradient Boost (General Model)	11	0.915	867353	246.25069637883007	867353	0.29	1077	1	867353	None	Aquatic_19300_1
3300027815_35	95.07	1.42	Gradient Boost (General Model)	11	0.946	122896	372.31224764468374	2623342	0.5	2229	30	346445	None	Aquatic_19300_1
3300027816_2	94.91	0.97	Neural Network (Specific Model)	11	0.898	18285	385.9040311029261	6288809	0.59	4887	502	86929	None	Aquatic_19300_1
3300027816_38	90.99	0.08	Neural Network (Specific Model)	11	0.915	33420	308.8999144568007	1181196	0.37	1169	60	80698	None	Aquatic_19300_1
3300027819_105	96.78	0.55	Neural Network (Specific Model)	11	0.931	1194739	292.8400315208826	1194739	0.43	1269	1	1194739	None	Aquatic_19300_1
3300027819_130	97.94	0.02	Gradient Boost (General Model)	11	0.901	129939	321.7200902934537	947114	0.37	886	15	184483	None	Aquatic_19300_1
3300027892_39	88.32	0.02	Neural Network (Specific Model)	11	0.962	78011	360.3968347010551	1914286	0.43	1706	59	230992	None	Aquatic_19300_1
3300027893_50	88.7	1.71	Gradient Boost (General Model)	11	0.892	39162	343.5405516673528	2802216	0.55	2429	115	146855	None	Aquatic_19300_1
3300027900_45	83.33	0.42	Gradient Boost (General Model)	11	0.878	14806	310.72564705882354	2251316	0.46	2125	206	43330	None	Aquatic_19300_1
3300027917_86	78.83	0.28	Gradient Boost (General Model)	11	0.942	64052	320.57671232876714	2232294	0.68	2190	67	132455	None	Aquatic_19300_1
3300027970_32	64.13	1.48	Gradient Boost (General Model)	11	0.939	26605	314.9944289693593	2522556	0.6	2513	142	124950	None	Aquatic_19300_1
3300027972_11	74.02	6.21	Neural Network (Specific Model)	11	0.832	7927	247.07818532818533	1839923	0.49	2072	263	30630	None	Aquatic_19300_1
3300027977_30	79.72	3.0	Gradient Boost (General Model)	11	0.933	20642	353.11750694720126	2850441	0.6	2519	201	101176	None	Aquatic_19300_1
3300028044_43	74.87	1.75	Neural Network (Specific Model)	11	0.946	17631	290.90954773869345	1099332	0.39	1194	104	42059	None	Aquatic_19300_1
3300028103_5	100.0	0.23	Neural Network (Specific Model)	11	0.941	97063	295.2563880467735	2163498	0.69	2309	37	421273	None	Aquatic_19300_1
3300028169_22	91.59	3.17	Gradient Boost (General Model)	11	0.871	17624	262.94117647058823	890261	0.44	986	75	55150	None	Aquatic_19300_1
3300028195_32	94.54	2.17	Gradient Boost (General Model)	11	0.929	22295	279.10592255125283	788696	0.47	878	54	44278	None	Aquatic_19300_1
3300028553_30	95.62	3.53	Neural Network (Specific Model)	11	0.937	16038	292.9982269503546	2110822	0.53	2256	192	84751	None	Aquatic_19300_1
3300028553_42	67.67	0.12	Neural Network (Specific Model)	11	0.949	8181	289.5626721763085	1324770	0.54	1452	186	32665	None	Aquatic_19300_1
3300028569_30	92.92	1.11	Gradient Boost (General Model)	11	0.938	31480	322.7673598872048	2922698	0.66	2837	148	115533	None	Aquatic_19300_1
3300028569_42	68.18	0.15	Gradient Boost (General Model)	11	0.935	212717	364.3374583531652	2447759	0.49	2101	26	357104	None	Aquatic_19300_1
3300000115_16	88.38	4.55	Neural Network (Specific Model)	11	0.934	10319	286.69909139497594	1717295	0.53	1871	205	33290	None	Aquatic_19300_1
3300000129_8	100.0	4.1	Neural Network (Specific Model)	11	0.88	19568	286.78616898148147	3371702	0.4	3456	252	108802	None	Aquatic_19300_1
3300000154_19	81.68	0.84	Neural Network (Specific Model)	11	0.903	11775	222.73333333333332	1017948	0.31	1380	107	38230	None	Aquatic_19300_1
3300000161_4	78.06	4.12	Gradient Boost (General Model)	11	0.895	6777	285.3308742161564	2586349	0.43	2711	420	27162	None	Aquatic_19300_1
3300000224_7	59.45	2.89	Gradient Boost (General Model)	11	0.952	11198	361.3190932868352	1302714	0.45	1147	138	62363	None	Aquatic_19300_1
3300000228_23	78.05	1.15	Gradient Boost (General Model)	11	0.928	7691	313.95177788602047	2078614	0.5	2053	301	31010	None	Aquatic_19300_1
3300000365_28	89.71	5.03	Gradient Boost (General Model)	11	0.903	28859	291.8525286867828	2277992	0.43	2353	158	90883	None	Aquatic_19300_1
3300000563_33	94.17	2.51	Gradient Boost (General Model)	11	0.909	13902	307.02927849424884	2901513	0.67	2869	283	132326	None	Aquatic_19300_1
3300000865_7	97.24	0.9	Gradient Boost (General Model)	11	0.951	38334	349.1223776223776	2513063	0.36	2288	99	121377	None	Aquatic_19300_1
3300000865_9	62.88	1.55	Neural Network (Specific Model)	11	0.87	5859	280.9531095755183	1954428	0.61	2026	334	57577	None	Aquatic_19300_1
3300000866_19	66.53	0.51	Neural Network (Specific Model)	11	0.869	7199	258.75523952095807	1189281	0.46	1336	184	17584	None	Aquatic_19300_1
3300000866_7	99.24	0.6	Gradient Boost (General Model)	11	0.939	33781	336.86475409836066	2091707	0.51	1952	94	84465	None	Aquatic_19300_1
3300001683_28	92.5	5.42	Gradient Boost (General Model)	11	0.849	83956	287.51198919284025	3005834	0.55	2961	77	330620	None	Aquatic_19300_1
3300002242_47	70.75	3.66	Gradient Boost (General Model)	11	0.919	8104	266.05437788018435	939265	0.42	1085	126	22793	None	Aquatic_19300_1
3300003177_7	84.54	0.15	Gradient Boost (General Model)	11	0.939	11331	269.53010552451894	1379646	0.4	1611	156	41865	None	Aquatic_19300_1
3300005067_8	68.83	1.75	Gradient Boost (General Model)	11	0.891	11672	299.14019979331727	2916761	0.47	2903	321	39646	None	Aquatic_19300_1
3300005068_7	99.8	0.84	Neural Network (Specific Model)	11	0.934	38969	318.10718586912884	2537482	0.55	2491	96	154049	None	Aquatic_19300_1
3300005298_28	99.9	0.0	Neural Network (Specific Model)	11	0.915	97962	267.3926261319534	1346747	0.42	1546	28	177149	None	Aquatic_19300_1
3300005298_9	90.26	0.19	Neural Network (Specific Model)	11	0.908	28049	300.32625055334216	2236588	0.36	2259	113	84003	None	Aquatic_19300_1
3300005300_5	60.39	0.51	Gradient Boost (General Model)	11	0.899	9725	300.82175226586105	2319438	0.66	2317	275	41883	None	Aquatic_19300_1
3300005838_47	94.46	1.9	Gradient Boost (General Model)	11	0.93	37457	294.5487674169346	884280	0.38	933	35	116299	None	Aquatic_19300_1
3300006174_6	96.03	0.67	Gradient Boost (General Model)	11	0.931	65891	334.65162808944683	2744160	0.51	2549	57	208134	None	Aquatic_19300_1
3300007640_13	54.27	0.0	Neural Network (Specific Model)	11	0.901	171401	310.66742857142856	1806031	0.68	1750	16	333849	None	Aquatic_19300_1
3300010160_36	94.34	1.16	Gradient Boost (General Model)	11	0.956	11149	326.8455772113943	2045185	0.41	2001	234	35142	None	Aquatic_19300_1
3300010368_28	81.24	0.13	Gradient Boost (General Model)	11	0.958	9256	284.2470830473576	1293134	0.52	1457	163	44622	None	Aquatic_19300_1
3300011118_15	83.42	4.8	Gradient Boost (General Model)	11	0.891	20897	346.02029873611644	6073554	0.44	5222	447	60877	None	Aquatic_19300_1
3300011118_42	96.6	0.65	Neural Network (Specific Model)	11	0.934	81453	321.2927209030751	2647345	0.28	2569	58	209819	None	Aquatic_19300_1
3300012092_7	94.64	1.22	Gradient Boost (General Model)	11	0.871	11574	267.571150639244	3303268	0.6	3598	348	38101	None	Aquatic_19300_1
3300012114_7	85.27	0.0	Neural Network (Specific Model)	11	0.909	44357	264.9020408163265	854987	0.4	980	29	118697	None	Aquatic_19300_1
3300012115_3	82.79	1.64	Neural Network (Specific Model)	11	0.872	9849	262.4664070107108	2777011	0.64	3081	338	44548	None	Aquatic_19300_1
3300013131_110	88.5	1.03	Neural Network (Specific Model)	11	0.888	11670	283.7208756841282	1222486	0.34	1279	133	46791	None	Aquatic_19300_1
3300013131_40	96.11	0.52	Neural Network (Specific Model)	11	0.856	23545	297.1275808936826	3373381	0.58	3245	233	93185	None	Aquatic_19300_1
3300013132_135	88.58	1.13	Gradient Boost (General Model)	11	0.888	68279	310.67422867513613	1155674	0.35	1102	34	176172	None	Aquatic_19300_1
3300013132_178	93.36	0.11	Neural Network (Specific Model)	11	0.878	53169	255.53751705320602	638794	0.49	733	24	121307	None	Aquatic_19300_1
3300013132_345	98.84	0.05	Neural Network (Specific Model)	11	0.913	944881	286.8497512437811	944881	0.47	1005	1	944881	None	Aquatic_19300_1
3300013132_38	98.62	0.95	Gradient Boost (General Model)	11	0.941	39666	343.0066085911685	3629955	0.67	3329	187	111455	None	Aquatic_19300_1
3300013137_139	73.93	0.13	Neural Network (Specific Model)	11	0.899	55312	277.1342155009452	977239	0.39	1058	28	306641	None	Aquatic_19300_1
3300013137_88	84.58	2.88	Gradient Boost (General Model)	11	0.951	19077	316.3153669724771	1736420	0.46	1744	144	46855	None	Aquatic_19300_1
3300014060_60	51.85	0.09	Gradient Boost (General Model)	11	0.936	4887	303.2744755244755	1108695	0.43	1144	230	13051	None	Aquatic_19300_1
3300014160_13	92.17	0.15	Gradient Boost (General Model)	11	0.897	60328	287.41621621621624	1774073	0.53	1850	55	103437	None	Aquatic_19300_1
3300014203_33	81.08	0.35	Gradient Boost (General Model)	11	0.932	9161	299.49398849973863	1837875	0.51	1913	235	29573	None	Aquatic_19300_1
3300014208_96	100.0	0.07	Gradient Boost (General Model)	11	0.895	27500	283.53056234718827	1164423	0.49	1227	57	81329	None	Aquatic_19300_1
3300014638_10	94.59	3.06	Gradient Boost (General Model)	11	0.841	38459	276.4436345966958	4051821	0.48	4116	195	129265	None	Aquatic_19300_1
3300014720_36	68.28	3.04	Gradient Boost (General Model)	11	0.936	7512	306.5420044215181	2661162	0.49	2714	400	28163	None	Aquatic_19300_1
3300014720_96	76.24	0.0	Gradient Boost (General Model)	11	0.952	11640	294.9341317365269	774535	0.62	835	84	58527	None	Aquatic_19300_1
3300014914_22	73.69	1.2	Gradient Boost (General Model)	11	0.909	6910	323.5933609958506	1798143	0.43	1687	288	23643	None	Aquatic_19300_1
3300015360_56	75.16	2.09	Gradient Boost (General Model)	11	0.884	6215	292.5624086524408	3389963	0.54	3421	577	29296	None	Aquatic_19300_1
3300015360_71	94.32	0.08	Gradient Boost (General Model)	11	0.902	30205	312.735792246895	2757222	0.48	2657	127	146389	None	Aquatic_19300_1
3300015360_75	82.34	6.77	Gradient Boost (General Model)	11	0.93	12862	300.1640714014432	2541616	0.47	2633	271	41537	None	Aquatic_19300_1
3300017423_23	100.0	0.04	Gradient Boost (General Model)	11	0.934	97443	308.5476904619076	1647624	0.6	1667	24	284441	None	Aquatic_19300_1
3300017423_4	100.0	0.09	Gradient Boost (General Model)	11	0.896	40321	359.54585259061054	4940147	0.53	4111	199	183339	None	Aquatic_19300_1
3300017423_7	57.5	0.63	Gradient Boost (General Model)	11	0.919	6176	279.67535254445124	2969587	0.6	3262	507	26394	None	Aquatic_19300_1
3300017470_62	80.66	0.0	Gradient Boost (General Model)	11	0.916	11893	243.18508997429305	616285	0.52	778	60	30219	None	Aquatic_19300_1
3300017494_18	75.1	0.38	Gradient Boost (General Model)	11	0.933	8154	290.7556591211718	2799209	0.62	3004	396	40068	None	Aquatic_19300_1
3300017494_6	100.0	5.99	Neural Network (Specific Model)	11	0.915	123992	316.8746362754607	4277870	0.59	4124	50	503859	None	Aquatic_19300_1
3300017498_22	87.26	0.84	Gradient Boost (General Model)	11	0.913	6757	302.0392030848329	1540531	0.39	1556	250	27780	None	Aquatic_19300_1
3300017526_27	59.73	1.73	Gradient Boost (General Model)	11	0.907	5452	293.67485714285715	1694421	0.63	1750	314	19844	None	Aquatic_19300_1
3300017532_74	99.96	0.03	Neural Network (Specific Model)	11	0.949	77037	315.76518987341774	1572665	0.53	1580	39	159097	None	Aquatic_19300_1
3300017986_36	69.62	2.04	Neural Network (Specific Model)	11	0.917	8964	285.51162790697674	1805098	0.43	1935	237	34327	None	Aquatic_19300_1
3300018008_7	94.38	3.2	Gradient Boost (General Model)	11	0.84	37120	277.23510971786834	4724849	0.49	4785	243	129265	None	Aquatic_19300_1
3300018014_10	98.05	5.33	Gradient Boost (General Model)	11	0.86	38675	290.8761873566983	3093073	0.44	3053	186	107497	None	Aquatic_19300_1
3300018015_34	98.39	0.66	Gradient Boost (General Model)	11	0.9	112351	283.0751104565538	639531	0.57	679	11	128758	None	Aquatic_19300_1
3300018020_26	62.98	0.85	Gradient Boost (General Model)	11	0.85	6706	266.66932801064536	1410901	0.58	1503	217	26152	None	Aquatic_19300_1
3300018049_27	77.1	1.02	Gradient Boost (General Model)	11	0.926	6557	319.7611777535442	1897052	0.59	1834	313	25057	None	Aquatic_19300_1
3300018414_5	91.71	4.28	Neural Network (Specific Model)	11	0.886	25295	311.8484896409932	6668116	0.63	6323	407	99571	None	Aquatic_19300_1
3300018428_69	67.43	0.29	Gradient Boost (General Model)	11	0.946	5790	270.7914764079148	1125303	0.72	1314	203	20438	None	Aquatic_19300_1
3300020056_29	84.81	4.77	Neural Network (Specific Model)	11	0.9	8673	285.7005649717514	2524249	0.52	2655	340	55826	None	Aquatic_19300_1
3300020139_24	94.46	0.46	Gradient Boost (General Model)	11	0.926	67205	307.67793744716823	2351874	0.69	2366	58	151107	None	Aquatic_19300_1
3300020153_39	96.55	0.13	Gradient Boost (General Model)	11	0.927	24233	290.43140428976125	2314294	0.41	2471	149	80921	None	Aquatic_19300_1
3300020184_19	97.59	2.92	Gradient Boost (General Model)	11	0.905	34254	392.4912904372556	3653269	0.7	2813	164	196378	None	Aquatic_19300_1
3300020193_42	71.73	0.18	Gradient Boost (General Model)	11	0.945	6784	331.47638326585695	1555890	0.41	1482	250	23940	None	Aquatic_19300_1
3300020196_18	86.59	2.7	Gradient Boost (General Model)	11	0.906	61304	369.6957095709571	3703513	0.65	3030	117	228427	None	Aquatic_19300_1
3300020200_89	96.71	0.08	Gradient Boost (General Model)	11	0.903	11738	265.8384831460674	626792	0.44	712	61	42481	None	Aquatic_19300_1
3300020200_91	99.95	0.13	Neural Network (Specific Model)	11	0.831	92656	285.83248730964465	608607	0.44	591	15	123911	None	Aquatic_19300_1
3300020214_35	90.28	0.76	Gradient Boost (General Model)	11	0.889	47399	297.2160133444537	2402298	0.64	2398	75	174777	None	Aquatic_19300_1
3300020214_38	100.0	0.37	Gradient Boost (General Model)	11	0.948	67238	372.80199579831935	2241977	0.41	1904	54	268706	None	Aquatic_19300_1
3300020214_41	92.81	0.27	Gradient Boost (General Model)	11	0.941	59252	361.3932038834951	2131449	0.67	1854	76	204592	None	Aquatic_19300_1
3300020214_49	70.43	0.15	Neural Network (Specific Model)	11	0.931	9634	266.8885375494071	1084700	0.37	1265	138	58952	None	Aquatic_19300_1
3300020222_98	47.74	0.67	Gradient Boost (General Model)	11	0.893	4906	287.8337754199823	1091767	0.51	1131	224	11980	None	Aquatic_19300_1
3300020253_4	94.31	1.04	Gradient Boost (General Model)	11	0.915	22199	330.8512173128945	2403965	0.45	2218	169	85567	None	Aquatic_19300_1
3300020285_6	91.74	1.1	Gradient Boost (General Model)	11	0.941	26192	309.3347280334728	1882634	0.67	1912	107	91340	None	Aquatic_19300_1
3300020299_1	63.91	0.33	Neural Network (Specific Model)	11	0.95	22871	347.4895287958115	1255567	0.41	1146	86	52857	None	Aquatic_19300_1
3300020303_2	75.15	7.8	Gradient Boost (General Model)	11	0.918	28314	313.983705278073	2891547	0.52	2823	175	76214	None	Aquatic_19300_1
3300020304_5	66.43	0.05	Neural Network (Specific Model)	11	0.905	37437	331.36195508586525	1662130	0.35	1514	78	110985	None	Aquatic_19300_1
3300020307_16	45.05	0.08	Neural Network (Specific Model)	11	0.948	6475	328.4415744157442	843979	0.59	813	133	26582	None	Aquatic_19300_1
3300020310_7	78.46	2.4	Neural Network (Specific Model)	11	0.899	13527	253.79343365253078	1236014	0.35	1462	115	46637	None	Aquatic_19300_1
3300020320_13	72.72	0.35	Gradient Boost (General Model)	11	0.962	11763	303.1664050235479	1202058	0.38	1274	135	38322	None	Aquatic_19300_1
3300020334_8	74.07	0.79	Gradient Boost (General Model)	11	0.938	6516	311.8977556109726	1597746	0.65	1604	258	32173	None	Aquatic_19300_1
3300020335_21	83.71	0.01	Gradient Boost (General Model)	11	0.963	19281	302.5246326707001	1087167	0.33	1157	73	59251	None	Aquatic_19300_1
3300020347_12	84.62	0.17	Gradient Boost (General Model)	11	0.928	16015	323.2510148849797	1542432	0.37	1478	132	60943	None	Aquatic_19300_1
3300020365_4	77.65	3.32	Neural Network (Specific Model)	11	0.929	20131	306.31800088456436	2232184	0.41	2261	176	90956	None	Aquatic_19300_1
3300020393_27	60.03	0.03	Neural Network (Specific Model)	11	0.933	9981	302.507328990228	1192569	0.63	1228	142	33315	None	Aquatic_19300_1
3300020402_11	67.85	2.46	Neural Network (Specific Model)	11	0.955	34004	371.06224350205196	1701560	0.4	1462	102	91252	None	Aquatic_19300_1
3300020415_22	68.03	8.08	Gradient Boost (General Model)	11	0.871	7768	271.2334479793637	2170351	0.57	2326	316	35503	None	Aquatic_19300_1
3300020415_9	99.97	0.62	Neural Network (Specific Model)	11	0.917	25908	307.420337960169	3324678	0.66	3314	188	91354	None	Aquatic_19300_1
3300020419_39	71.18	0.1	Gradient Boost (General Model)	11	0.956	18156	312.9848484848485	836824	0.4	858	67	69078	None	Aquatic_19300_1
